,0
240,이런걸로 정신의 쉼이 된다는게 일단은 안 믿어지지만 뜨개질 같은게 효과가 정말 좋다고 하니 이것도 잡념을 줄여주고 생각을 멈추게 해 주는것이 아닐까 싶어요. 뇌에게 쉼을 주는거죠. 요즘 스트레스 받거나 신경쓸일이 많으신가봐요....ㅠ.ㅠ 연말도 되어가고 오늘은 첫눈까지 왔는데. 기운 팍!! ^^
241,"하는 과정은 힘들겠지만,, 많이 힘들겠지만,,ㅋㅋㅋ완성본이 넘 기대돼용😍😍"
242,피뚜님 정신적으로 힘이 드시다뇨ㅠㅠ 얼른 영등포 삼환아파트가서 같이 힐링해요 ㅠㅠㅠ
243,알라딘 짱예뻐요 알라딘 글은 왜없나용 ㅠㅠ
244,와 ...진짜 예쁘네요 안그래도 요즘 주변에서 보석십자수 이야기하던데 과정은 처음봐서 신기해요 !
245,헉 쿠로미도 있다니 ㅜㅜ 당장 사야겠어요 💜
246,우왕 귀여우오요😘노랑노랑 뭔가 분위기도 확 살듯요🌼
247,으앙 너무귀여워요 ><
248,헉..엄청나다..전 짱구작은거 키링처럼하는것도...힘들더라구요?..
249,캔들리님 복닥복닥 올한해도 수고하셨어요.가족모두 건강했다면 해피하게 마무리된 한해죠^^내년에도 즐겁운 한해되세요~
250,"마지막날 행복하게 보내시구요, Happy New Year!!!"
251,"와~~~ 한달동안 정성껏 준비한 선물이니 이모가 얼마나 감동받으셨을까요^^마음씨 착하고 기특한 딸내미예요😘😘2021년의 마지막날이네요. 수고 많으셨고, 감사했습니다. 2022년에도 잘 부탁드려요!!"
252,와 ~대단하네요.솜씨와 끈기가 엄청난거죠.이모이고 싶네요~^^
253,"너무 감동적이에여ㅠㅠㅠ이모가 좋아하실까 걱정하는 모습도 너무 보기좋구,,너무 좋아하실거같아요!"
254,감동이네요 맘씨가 최고 입니다!
255,갑자기 눈물이ㅜㅜ
256,😁
257,이런건 어디서 구입하나요?보고 너무 예뻐서 저도 도전해보고 싶네요~정보 좀 주세요^^
258,우와!! 금손이네요정성 가득 담긴 의미있는 선물~감동하셨을거 같아요요건 어디서 사나요?
259,안녕하세요^^쉽지 않았을텐데..꾸준하게 멋지네요. 신뢰가 되지 않는다면 구입처 알 수 있을까요?
260,"정성이 가득담긴 선물이네요! 누군가를 생각하며 한달동안 열심히 만들었을껄 생각하니 너무 대단하네요!!보석십자수 해보니 재미는 있는데 눈도 아프고, 목도 아프고 쉽지 않더라구요~저런 정성이 담긴 선물은 오래 기억에 남을것같네요!"
261,요런건 어서 구입하나요 따님이 정말 이쁘게 잘했네요^^
262,우와~~너무 예쁘네요~이모가 받아보고 엄청 좋아하셨을것 같아요^^저도 구입처 부탁드릴께요~
263,이쁘네요~~~ 기존 보석십자수 업그레이드버전이네요혹시 구입처 부탁드려도 될까요
264,안녕하세요~ 포스팅 잘 읽었습니다!! 완성된 그림이 너무 예쁘네요 :)구입처 알 수 있을까요??
265,너무멋지네요~~밤에도멋있구요저도 구입처 좀 알려주세요~~^^
266,어머 너무 예뻐요^^  저도 구입처좀 알수있을까요??감사합니다^^
267,멋진조카님칭찬해요~~♡
268,
269,어머!정성이 너무 가득하네요.작은 사이즈도 힘들던데ㅠ구입처를 알 수 있을까요?
270,구입처 알수있을까요? 너무이쁘네요
271,이뻐오~구입처좀알켜주세요^^
272,👍
273,너무 예뻐요~  구입처 알 수 있을까요?
274,멋진 작품이네요~~  구입처 정보 부탁드려도 될까요??
275,안녕하세요~저도 보석 십자수를 조아하는데조명은 처음 보는거라서요혹시 구입처 알수있을까요?
276,와 진짜너무기특하고 멋져요  조명까지 신기하네요  구입처부탁드려도 될까요? ^^
277,넘이뻐요~~~  저도 도전해보고싶네요 ㅎ 혹 구입처 알수잇을까요~? ㅎ
278,저도 구입처 문의 드려도 될까요?
279,헉 오 요즘 다이소에 확실히 다 있긴하네요!!! 👀 요새 이런저런 리뷰가 많아지는게 넘 신기해용 ㅎㅎ ~^^
280,이거도 도시 시리즈로 나왔더라고요~!
281,오!!! 이스탄불 보석십자수 이쁜데요??
282,다이소 나쁜놈들 존마니에게 자신감이나 심어주고말이죠ㅠㅠ
283,와 대단하세요저는 초집중 작품 못해서엄두를 못하는데여기와서 대리만족 합니다
284,한번 도전해보세요 처음이 어렵지 하시다보면 재미 느끼실지도….😄
285,이웃해주세요~! 자주올게요^^~!! 서이웃꾸욱 누르고가요~
286,잘보고 갑니다 ^.~
287,어머.. 고양이 보석십자수라니 넘예쁘네요!! 딱 스윗찌님 같어요😍😍
288,
289,"안녕하세요 어닝과 방풍막을 제작하고 시공하는 씨엘어닝입니다
겨울 대비가 한창이실텐데요. 겨울철 테라스를 이용하기에 방풍막을 설치해보시는거 어떠세요?"
290,💎 다이소 <보석 십자수> DIY 키트 리뷰 공감누르고 갑니다^^
291,"십자수 오랜만이네요.예전에 한참 유행했었는데,,다시 해보고 싶네요 ㅎㅎ"
292,https://blog.naver.com/gallatea/222594028946나눔 손 들어 봅니다 오늘따라 풍경들이 예뻐 보이네요 ^^1순위 4번2순위 3번
293,한 주의 시작~월요일 입니다~날이 엄청 추워졌어요~겨울겨울 날씨 입니다~두꺼운옷 챙겨 입으시고~오늘도 화이팅하는~하루되세요~공감하는글 잘보고~하트 누르고 갑니다~^^
294,담아갑니다.감기 조심하세요
295,이벤트 흥하소서~~~^^
296,https://m.blog.naver.com/rjdebgydms/2225940403762번3번이요!!예전에 피포페인팅 3개 완성했었던 기억이 났어용ㅋㅋ숫자 찾아가며 손 덜덜 떨면서 물감으로 색칠했었던..ㅋㅋㅋ오랜만에 그 기분 느끼고싶네요!
297,https://m.blog.naver.com/sinel80/222594042399아이들이 하는 보석십자수만 봤는데 이런 고급스러운 느낌의 보석십자수는 처음 본거 같아요 넘 예쁘네요~♡이벤트 신청합니다 1지망 2번2지망 1번
298,응스하며 담아갑니다^^
299,"이웃님 한주의 시작!! 월요일 아침이네요.,오늘부터 전국이 쌀쌀해진다고 하니 옷따뜻하게 항상 입으시고 중간중간 따뜻한 차 한잔씩 드시면서 체온 조절하세요... 수고하세요^^"
300,"https://m.blog.naver.com/umec1/222594057853요즘 보석십자수를 하나 선물 받아 신나게 하고 있지요. 벌써 다음건 뭐하나 찾아보던 중에😊  살짜기 신청하고 갑니다ㅎㅎ3,4번으로 응모! 합니다. 코로나, 감기 모두에 안전하시고 건강하셔욥"
301,"https://m.blog.naver.com/kwonsujin26/2225940595262번, 3번 응모합니다♡코로나 조심하세요♡"
302,https://m.blog.naver.com/hj7852/2225940613423번 4번 응모합니다날씨가 갑자기 추워졌어요감기조심하세용~~^^
303,"https://m.blog.naver.com/dmstj0105/222594062834초록여신님의 나눔이벤트 신청드려요 이제 곧 아이 방학인데방학때 아이랑 해보고싶어요겨울이니 당연한 거지만 날씨가 넘 추워졌네요감기조심하세요~1번, 3번이요"
304,https://blog.naver.com/myson618/222594064623보석 십자수 요게 은근 중독성이 있더라고요 ㅎㅎㅎ 저도 해바라기 하나 해서 걸어 놨거든요 1지망 2번2지망 1번 꽃은 항상 옳아요 ^^
305,https://m.blog.naver.com/cd_kim/2225940627681번 3번 신청합니다저도 요즘 보석십자수가 관심있게 보이던데 참여해봅니다.
306,https://m.blog.naver.com/rosejm24/2225940660361지망 1번 2지망 3번 참여합니다 한번도 해본적이 없지만 보석십자수가 유행이라고 하길래...눈으로만 보다가 한번 시도해보고 싶네요 ㅎㅎ
307,https://m.blog.naver.com/younoung/222594068681딸아이가 요즘 이것저것 만들어보는걸 좋아해서 딸과 햄께 해보고 싶어 손들어봅니다1번 4번 참에해봅니다  ^^
308,https://blog.naver.com/kangmi0814/222594071503귀한 나눔 감사합니다.보석십자수는 이웃 분들이 종종 하시는걸 보기만 했었어요.해본 적이 없는 제가 할 수 있을까 고민도 되긴하지만그래도 도전해볼까 하여 손들어봅니다.1번 혹은 2번에 응모합니다:)
309,이번 나눔도 응원드립니다~^^ 베네치아의 오후 보니 베네치아 가고싶습니다~~ 잘지내시죠🤗💗
310,안녕하세요.홈페이지/앱 제작 업체 영자닷컴 입니다.공감 꾹 누르고 가요^^
311,언니~ 담아갈께요^^
312,
313,https://m.blog.naver.com/sb0100/222594094775아이들과 함께 해보고싶네요 1번 4번 참여해봅니다^^
314,https://m.blog.naver.com/sbfox/222594101159머리 비울때 참 좋더라구요 보석십자수가~^^1지망 : 3번2지망 : 4번참여합니다~^^
315,좋은 글 감사합니다.  ^^좋은하루 되시길 바라며 자주 놀러오겠습니다. :)
316,"https://m.blog.naver.com/ujs7221/222594104587십자수는 자주 해봤지만 보석십자수는 처음이라 무척 궁금하네요. 손으로 하는거에 재미를 느끼는데 한번 도전하고픈 맘에 손들어 봅니다. 4번,2번 손 들어요.무척 차가워진 날씨 감기조심하세요."
317,https://m.blog.naver.com/joker644/222594108618보석 십자수 한번 꼭 해보고 싶습니다❣취미생활로 도전해보고 싶어요😊1지망 : 1번 테이블 위에 핀 꽃2지망 : 3번 여유로운 마을 풍경
318,정성스런 글 잘보고갑니다~쌀쌀하지만 맑고 좋은날씨입니다~이번주도 즐거운 한주되세요^^
319,언니 담아갑니다~^^
320,https://m.blog.naver.com/usai75/222594120875 1지망 1번 2지망 4번  줄서봅니다.
321,응원가득 담아갈게용 ^^
322,초록여신님 응원 가득 드리고 담아갈께요~~
323,https://blog.naver.com/mook5284/2225941519421번 1/2번 4번에 줄써보아요
324,"https://m.blog.naver.com/finalsmy/2225941600193번, 4번 줄서봅니다.^^"
325,https://m.blog.naver.com/sope7172/222594174021많이 응원합니다 ~^^
326,언니~응스해~^^날씨 추운데 감기 조심해~!
327,https://m.blog.naver.com/yjkim0425/222594176244멋진 나눔 응원하며 담아갑니다
328,초록여신님 응원합니다. ^^
329,1지망- 3.여유로운 마을풍경2지망  4. 베네치아의 오후
330,https://blog.naver.com/cucoori81/2225941873691지망 : 1. 테이블 위에 핀 꽃2지망 : 3. 여유로운 마을풍경초록여신님의 나눔을 응원합니다!!
331,https://blog.naver.com/lobbyist71/2225941892111지망 1.테이블 위에 핀꽃2지망 3.여유로운 마을풍경이사온집에 아직 액자가 없는데 보석십자수해서 놓으면 예쁠것 같아서 손들어봅니다~
332,"https://m.blog.naver.com/ssn7147/222594189583 예쁜 꽃  보석 십자수 해보고 싶어요^^1번, 2번  참여합니다"
333,https://m.blog.naver.com/cheery2a/222594191051지난 금요일에 우리둘째가 학교에서 눈사람 보석십자수를 만들어 왔더라구요..더 큰 작품도 만들어 보고 싶다했는데..기회가 된다면 우리둘째랑 함깨 해보고 싶어요^-^따뜻한 하루 되세요😀
334,
335,https://m.blog.naver.com/lycia13/222594211198아이와 같이 보석십자수하며 즐거운 시간보내고 싶네요완성후 인놀하며 배경으로 사용해도 넘 멋진거 같아 손들어봅니다 1지망 3번 여유로운 마을풍경2지망 4번 베네치아의 오후
336,응원하며 담아갈게요~^^
337,https://m.blog.naver.com/dbdlwl00/222594049141아이랑 방학때 보석십자수 하고 싶어요^^1지망 3번 여유로운 마을풍경2지망 1번 테이블 위에 핀 꽃
338,정성스런 글 잘보고갑니다~쌀쌀하지만 맑고 좋은날씨입니다~이번주도 즐거운 한주되세요^^
339,좋은 포스팅 올려주셔서 감사합니다. 행복한 한 주 되세요~!
340,https://m.blog.naver.com/seongminlove/222594303653예쁜 꽃 보석십자수로 사계절 쭉 보고싶어요^^1지망 : 1번 테이블 위에 핀 꽃2지망 : 2번 항아리 장미
341,https://blog.naver.com/disguise_126/222594306625집에 있는 보석십자수 옆에 친구 하나 더 만들어주고 싶어져서 요래 신청해보아요 ㅎㅎㅎㅎ;;1지망은 2번 항아리장미2지망은 4번 베네치아의 오후입니다:)
342,안녕하세요?^^크리스마스가 있는 이번주 설렘으로 시작하셨나요?저는 점점 무덤덤해지는 나이라ㅎㅎ이벤트 열어보며 당첨의 기쁨으로 좀 더 행복한 연말 맞이하시길 바라는마음 담아 나름 계획하고 진행해봤거든요.^^응원해주시고 참여해주신 모든 분들 감사드리며 당첨자 발표할게요.초록여신 나눔이벤트 보석십자수 받으실 분!!* 1. 테이블 위에 핀 꽃 - 인도공주님* 2. 항아리 장미 - 다소님* 3. 여유로운 마을풍경 - 서홍채님* 4. 베네치아의 오후 - 세아이맘님이상 4분 진심으로 축하드리며 주소3종 대댓글로 남겨주세요.받으시고 난 후 잘 받았다는 인사정도 대댓글이나 안게에 남겨주시면잘 도착했는지 신경쓰지 않아도 될테니 약간의 수고로움 해주실 수 있으시죠?^^;;그리고 후기는 없지만 완성 후 블로그에 올리시면 꼭 초대해주세요. 구경갈게요~^^
343,언니 언니 ~~^^  담아갈께요
344,https://m.blog.naver.com/impskip30526/222594364798너무 예쁠것 같아 저도 손 들어봐요~~^^1지망 1번 테이블 위에 핀 꽃2지망 4번 베네치아의 오후
345,안녕하세요?^^크리스마스가 있는 이번주 설렘으로 시작하셨나요?저는 점점 무덤덤해지는 나이라ㅎㅎ이벤트 열어보며 당첨의 기쁨으로 좀 더 행복한 연말 맞이하시길 바라는마음 담아 나름 계획하고 진행해봤거든요.^^응원해주시고 참여해주신 모든 분들 감사드리며 당첨자 발표할게요.초록여신 나눔이벤트 보석십자수 받으실 분!!* 1. 테이블 위에 핀 꽃 - 인도공주님* 2. 항아리 장미 - 다소님* 3. 여유로운 마을풍경 - 서홍채님* 4. 베네치아의 오후 - 세아이맘님이상 4분 진심으로 축하드리며 주소3종 대댓글로 남겨주세요.받으시고 난 후 잘 받았다는 인사정도 대댓글이나 안게에 남겨주시면잘 도착했는지 신경쓰지 않아도 될테니 약간의 수고로움 해주실 수 있으시죠?^^;;그리고 후기는 없지만 완성 후 블로그에 올리시면 꼭 초대해주세요. 구경갈게요~^^
346,3번 4번에 줄섭니다~~~
347,https://m.blog.naver.com/hanazoa/2225944115201지망1번 2지망 3번좋은나눔 감사합니다
348,https://blog.naver.com/sky8686000/222594449230이웃입니다.1지망: 4번 베네치아의 오후2지망: 2번 항아리 장미신청합니다.감기조심하세요.^^
349,https://m.blog.naver.com/rkxkahxh/2225946024751지망 1번2지망 4번
350,응원드려요
351,담아갑니당 나눔응원드려요♡
352,https://m.blog.naver.com/lotuce73/222594652738예쁜 보석십자수 작품에 욕심내어 봅니다^^;;1지망 : 1번2지망 : 3번이요~^^
353,https://m.blog.naver.com/yje21c/222594669795한칸한칸 채워가는 재미가 있는 보석십자수!!!!신청합니다~~1지망 2번 항아리 장미2지망 3번 여유로운 마을풍경
354,https://blog.naver.com/kjj650/222594687201* 1지망 : 1번   2번 : 3번요즘 집중하는 취미생활 즐기고 있어요비즈십자수도 재미있는 일상보내기 좋을것 같아요 ^^
355,https://m.blog.naver.com/ahrhk20/2225947157781지망 2번2지망3번요해보고싶어요~^^
356,담아갑니다 ❤
357,"https://m.blog.naver.com/hayany123/2225947673511지망 :1번, 2지망 4번오늘 미니사시즈 크리스마스 카드만들기로 보석십자수 처음 접했는데 할수록 매력적이더라구요~~^^"
358,https://m.blog.naver.com/changhr9018/2225947846571지망 : 1번2지망 :  3번다 예쁘네요~^^
